TRANSACTION_DATE,DAY_NAME,DAY_CLASSIFICATION,MONTH_NAME,TRANSACTION_TIME,TIME_CLASSIFICATION,HOUR_OF_DAY,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_DETAIL,PRODUCT_TYPE,NUMBER_OF_SALES,REVENUE
6/1/2023,Thu,Weekday,Jun,54:46.0,Evening,18,Astoria,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,3
6/1/2023,Thu,Weekday,Jun,00:45.0,Evening,19,Astoria,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
6/1/2023,Thu,Weekday,Jun,06:12.0,Evening,19,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,9
6/1/2023,Thu,Weekday,Jun,07:22.0,Evening,19,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,1,3.75
6/1/2023,Thu,Weekday,Jun,25:50.0,Evening,19,Astoria,Tea,Earl Grey Lg,Brewed Black tea,1,3
6/1/2023,Thu,Weekday,Jun,34:12.0,Evening,19,Astoria,Bakery,Cranberry Scone,Scone,1,3.25
6/1/2023,Thu,Weekday,Jun,34:39.0,Evening,19,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
6/1/2023,Thu,Weekday,Jun,37:51.0,Evening,19,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,3.75
6/1/2023,Thu,Weekday,Jun,45:56.0,Evening,19,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,3
6/1/2023,Thu,Weekday,Jun,57:08.0,Evening,19,Astoria,Tea,English Breakfast Rg,Brewed Black tea,1,2.5
6/1/2023,Thu,Weekday,Jun,57:56.0,Evening,19,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,3.1
6/2/2023,Fri,Weekday,Jun,05:05.0,Morning,7,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
6/2/2023,Fri,Weekday,Jun,25:59.0,Morning,7,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,3
6/2/2023,Fri,Weekday,Jun,48:26.0,Morning,7,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
6/2/2023,Fri,Weekday,Jun,09:23.0,Morning,8,Lower Manhattan,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8
6/2/2023,Fri,Weekday,Jun,18:25.0,Morning,8,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee,1,3
6/2/2023,Fri,Weekday,Jun,22:25.0,Morning,8,Hell's Kitchen,Coffee,Latte Rg,Barista Espresso,1,4.25
6/2/2023,Fri,Weekday,Jun,25:27.0,Morning,8,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
6/2/2023,Fri,Weekday,Jun,27:32.0,Morning,8,Lower Manhattan,Tea,Serenity Green Tea Rg,Brewed Green tea,1,5
6/2/2023,Fri,Weekday,Jun,35:08.0,Morning,8,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,6
6/2/2023,Fri,Weekday,Jun,35:48.0,Morning,8,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,5
6/2/2023,Fri,Weekday,Jun,57:23.0,Morning,8,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,1,7.5
6/2/2023,Fri,Weekday,Jun,58:00.0,Morning,8,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,6
6/2/2023,Fri,Weekday,Jun,03:18.0,Morning,9,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5
6/2/2023,Fri,Weekday,Jun,06:29.0,Morning,9,Lower Manhattan,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,3.5
6/2/2023,Fri,Weekday,Jun,17:08.0,Morning,9,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea,1,2.5
6/2/2023,Fri,Weekday,Jun,29:47.0,Morning,9,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
6/2/2023,Fri,Weekday,Jun,44:30.0,Morning,9,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8
6/2/2023,Fri,Weekday,Jun,44:55.0,Morning,9,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,1,2.5
6/2/2023,Fri,Weekday,Jun,56:28.0,Morning,9,Hell's Kitchen,Coffee,Cappuccino Lg,Barista Espresso,1,8.5
6/2/2023,Fri,Weekday,Jun,00:10.0,Morning,10,Hell's Kitchen,Coffee,Espresso shot,Barista Espresso,1,3
6/2/2023,Fri,Weekday,Jun,20:52.0,Morning,10,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,5
6/2/2023,Fri,Weekday,Jun,27:05.0,Morning,10,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee,1,2.2
6/2/2023,Fri,Weekday,Jun,30:39.0,Morning,10,Hell's Kitchen,Tea,Peppermint Rg,Brewed herbal tea,1,5
6/2/2023,Fri,Weekday,Jun,34:37.0,Morning,10,Lower Manhattan,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,7
6/2/2023,Fri,Weekday,Jun,36:44.0,Morning,10,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea,1,3
6/2/2023,Fri,Weekday,Jun,03:56.0,Morning,11,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,3
6/2/2023,Fri,Weekday,Jun,04:13.0,Morning,11,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
6/2/2023,Fri,Weekday,Jun,04:53.0,Morning,11,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,3.75
6/2/2023,Fri,Weekday,Jun,34:44.0,Morning,11,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea,1,3
6/2/2023,Fri,Weekday,Jun,43:04.0,Morning,11,Astoria,Coffee,Brazilian Rg,Organic brewed coffee,1,6
6/2/2023,Fri,Weekday,Jun,49:10.0,Morning,11,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,1,2.5
6/2/2023,Fri,Weekday,Jun,50:32.0,Morning,11,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,3.5
6/2/2023,Fri,Weekday,Jun,54:30.0,Morning,11,Astoria,Coffee,Brazilian Rg,Organic brewed coffee,1,3
6/2/2023,Fri,Weekday,Jun,56:58.0,Morning,11,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone,1,4.5
6/2/2023,Fri,Weekday,Jun,58:49.0,Morning,11,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry,1,3.75
6/2/2023,Fri,Weekday,Jun,59:57.0,Morning,11,Astoria,Tea,Peppermint Lg,Brewed herbal tea,1,6
6/2/2023,Fri,Weekday,Jun,05:02.0,Afternoon,12,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
6/2/2023,Fri,Weekday,Jun,14:00.0,Afternoon,12,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.5
6/2/2023,Fri,Weekday,Jun,16:14.0,Afternoon,12,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,3.75
6/2/2023,Fri,Weekday,Jun,18:22.0,Afternoon,12,Astoria,Coffee,Brazilian Sm,Organic brewed coffee,1,4.4
6/2/2023,Fri,Weekday,Jun,22:04.0,Afternoon,12,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,2
6/2/2023,Fri,Weekday,Jun,24:39.0,Afternoon,12,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
6/2/2023,Fri,Weekday,Jun,27:01.0,Afternoon,12,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,3.75
6/2/2023,Fri,Weekday,Jun,34:00.0,Afternoon,12,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,3
6/2/2023,Fri,Weekday,Jun,35:38.0,Afternoon,12,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
6/2/2023,Fri,Weekday,Jun,43:43.0,Afternoon,12,Astoria,Tea,Earl Grey Lg,Brewed Black tea,1,3
6/2/2023,Fri,Weekday,Jun,54:03.0,Afternoon,12,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5
6/2/2023,Fri,Weekday,Jun,01:02.0,Afternoon,13,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea,1,5
6/2/2023,Fri,Weekday,Jun,02:05.0,Afternoon,13,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
6/2/2023,Fri,Weekday,Jun,02:53.0,Afternoon,13,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6
6/2/2023,Fri,Weekday,Jun,03:36.0,Afternoon,13,Astoria,Tea,Earl Grey Lg,Brewed Black tea,1,6
6/2/2023,Fri,Weekday,Jun,15:13.0,Afternoon,13,Astoria,Tea,Peppermint Rg,Brewed herbal tea,1,2.5
6/2/2023,Fri,Weekday,Jun,15:40.0,Afternoon,13,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,3
6/2/2023,Fri,Weekday,Jun,19:09.0,Afternoon,13,Astoria,Bakery,Chocolate Croissant,Pastry,1,3.75
6/2/2023,Fri,Weekday,Jun,28:38.0,Afternoon,13,Astoria,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,2.5
6/2/2023,Fri,Weekday,Jun,29:27.0,Afternoon,13,Astoria,Tea,Peppermint Rg,Brewed herbal tea,1,5
6/2/2023,Fri,Weekday,Jun,29:59.0,Afternoon,13,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
6/2/2023,Fri,Weekday,Jun,35:24.0,Afternoon,13,Lower Manhattan,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,6
6/2/2023,Fri,Weekday,Jun,42:56.0,Afternoon,13,Hell's Kitchen,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,5
6/2/2023,Fri,Weekday,Jun,43:31.0,Afternoon,13,Lower Manhattan,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,3.5
6/2/2023,Fri,Weekday,Jun,43:52.0,Afternoon,13,Astoria,Bakery,Chocolate Croissant,Pastry,1,3.75
6/2/2023,Fri,Weekday,Jun,56:44.0,Afternoon,13,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea,1,2.5
6/2/2023,Fri,Weekday,Jun,59:14.0,Afternoon,13,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,6
6/2/2023,Fri,Weekday,Jun,05:27.0,Afternoon,14,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
6/2/2023,Fri,Weekday,Jun,07:37.0,Afternoon,14,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,Biscotti,1,3.5
6/2/2023,Fri,Weekday,Jun,12:07.0,Afternoon,14,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea,1,6
6/2/2023,Fri,Weekday,Jun,17:55.0,Afternoon,14,Astoria,Bakery,Croissant,Pastry,1,3.5
6/2/2023,Fri,Weekday,Jun,20:10.0,Afternoon,14,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,3.75
6/2/2023,Fri,Weekday,Jun,34:43.0,Afternoon,14,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,4
6/2/2023,Fri,Weekday,Jun,41:12.0,Afternoon,14,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea,1,3
6/2/2023,Fri,Weekday,Jun,42:20.0,Afternoon,14,Astoria,Tea,Lemon Grass Rg,Brewed herbal tea,1,5
6/2/2023,Fri,Weekday,Jun,42:38.0,Afternoon,14,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
6/2/2023,Fri,Weekday,Jun,43:41.0,Afternoon,14,Astoria,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,2.5
6/2/2023,Fri,Weekday,Jun,44:54.0,Afternoon,14,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,4.75
6/2/2023,Fri,Weekday,Jun,46:32.0,Afternoon,14,Lower Manhattan,Coffee,Latte,Barista Espresso,1,7.5
6/2/2023,Fri,Weekday,Jun,48:05.0,Afternoon,14,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
6/2/2023,Fri,Weekday,Jun,49:20.0,Afternoon,14,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,6.2
6/2/2023,Fri,Weekday,Jun,57:52.0,Afternoon,14,Lower Manhattan,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
6/2/2023,Fri,Weekday,Jun,01:34.0,Afternoon,15,Astoria,Tea,Peppermint Rg,Brewed herbal tea,1,2.5
6/2/2023,Fri,Weekday,Jun,02:01.0,Afternoon,15,Lower Manhattan,Tea,Lemon Grass Lg,Brewed herbal tea,1,6
6/2/2023,Fri,Weekday,Jun,03:12.0,Afternoon,15,Astoria,Bakery,Almond Croissant,Pastry,1,3.75
6/2/2023,Fri,Weekday,Jun,19:21.0,Afternoon,15,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
6/2/2023,Fri,Weekday,Jun,22:42.0,Afternoon,15,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8
6/2/2023,Fri,Weekday,Jun,40:55.0,Afternoon,15,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5
6/2/2023,Fri,Weekday,Jun,45:29.0,Afternoon,15,Astoria,Coffee,Latte,Barista Espresso,1,3.75
6/2/2023,Fri,Weekday,Jun,47:13.0,Afternoon,15,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,5
6/2/2023,Fri,Weekday,Jun,50:12.0,Afternoon,15,Astoria,Bakery,Jumbo Savory Scone,Scone,1,3.75
6/2/2023,Fri,Weekday,Jun,53:27.0,Afternoon,15,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea,1,3
6/2/2023,Fri,Weekday,Jun,55:06.0,Afternoon,15,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,7.5
6/2/2023,Fri,Weekday,Jun,55:19.0,Afternoon,15,Lower Manhattan,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,4
6/2/2023,Fri,Weekday,Jun,55:27.0,Afternoon,15,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,5.1
6/2/2023,Fri,Weekday,Jun,02:46.0,Afternoon,16,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee,1,3
6/2/2023,Fri,Weekday,Jun,08:34.0,Afternoon,16,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,3.5
6/2/2023,Fri,Weekday,Jun,09:45.0,Afternoon,16,Astoria,Tea,Peppermint Lg,Brewed herbal tea,1,6
6/2/2023,Fri,Weekday,Jun,20:20.0,Afternoon,16,Astoria,Coffee,Espresso shot,Barista Espresso,1,3
6/2/2023,Fri,Weekday,Jun,26:18.0,Afternoon,16,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,3.75
6/2/2023,Fri,Weekday,Jun,30:37.0,Afternoon,16,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,6
6/2/2023,Fri,Weekday,Jun,30:59.0,Afternoon,16,Hell's Kitchen,Tea,Peppermint Rg,Brewed herbal tea,1,5
6/2/2023,Fri,Weekday,Jun,35:22.0,Afternoon,16,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,5
6/2/2023,Fri,Weekday,Jun,35:49.0,Afternoon,16,Lower Manhattan,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,6
6/2/2023,Fri,Weekday,Jun,36:05.0,Afternoon,16,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,7.5
6/2/2023,Fri,Weekday,Jun,40:41.0,Afternoon,16,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea,1,3
6/2/2023,Fri,Weekday,Jun,43:04.0,Afternoon,16,Astoria,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.9
6/2/2023,Fri,Weekday,Jun,44:14.0,Afternoon,16,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
6/2/2023,Fri,Weekday,Jun,51:09.0,Afternoon,16,Astoria,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.9
6/2/2023,Fri,Weekday,Jun,51:09.0,Afternoon,16,Astoria,Bakery,Ginger Scone,Scone,1,3.25
6/2/2023,Fri,Weekday,Jun,59:09.0,Afternoon,16,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,2.5
6/2/2023,Fri,Weekday,Jun,02:06.0,Evening,17,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea,1,2.5
6/2/2023,Fri,Weekday,Jun,12:17.0,Evening,17,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.5
6/2/2023,Fri,Weekday,Jun,14:31.0,Evening,17,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee,1,4.4
6/2/2023,Fri,Weekday,Jun,18:26.0,Evening,17,Astoria,Bakery,Ginger Biscotti,Biscotti,1,3.5
6/2/2023,Fri,Weekday,Jun,23:49.0,Evening,17,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee,1,4.4
6/2/2023,Fri,Weekday,Jun,29:00.0,Evening,17,Astoria,Coffee,Brazilian Lg,Organic brewed coffee,1,7
6/2/2023,Fri,Weekday,Jun,31:34.0,Evening,17,Lower Manhattan,Bakery,Jumbo Savory Scone,Scone,1,3.75
6/2/2023,Fri,Weekday,Jun,43:38.0,Evening,17,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,2
6/2/2023,Fri,Weekday,Jun,44:04.0,Evening,17,Astoria,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,5
6/2/2023,Fri,Weekday,Jun,49:31.0,Evening,17,Lower Manhattan,Coffee,Latte Rg,Barista Espresso,1,4.25
6/2/2023,Fri,Weekday,Jun,51:00.0,Evening,17,Astoria,Bakery,Chocolate Chip Biscotti,Biscotti,1,3.5
6/2/2023,Fri,Weekday,Jun,52:20.0,Evening,17,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea,1,2.5
6/2/2023,Fri,Weekday,Jun,53:19.0,Evening,17,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8
6/2/2023,Fri,Weekday,Jun,53:52.0,Evening,17,Astoria,Coffee,Latte,Barista Espresso,1,3.75
6/2/2023,Fri,Weekday,Jun,57:42.0,Evening,17,Astoria,Bakery,Almond Croissant,Pastry,1,3.75
6/2/2023,Fri,Weekday,Jun,59:06.0,Evening,17,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,6
6/2/2023,Fri,Weekday,Jun,01:51.0,Evening,18,Astoria,Tea,Earl Grey Lg,Brewed Black tea,1,6
6/2/2023,Fri,Weekday,Jun,02:37.0,Evening,18,Lower Manhattan,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,5
6/2/2023,Fri,Weekday,Jun,05:28.0,Evening,18,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
6/2/2023,Fri,Weekday,Jun,14:57.0,Evening,18,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee,1,3.5
6/2/2023,Fri,Weekday,Jun,23:12.0,Evening,18,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,6
6/2/2023,Fri,Weekday,Jun,23:27.0,Evening,18,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,1,3.75
6/2/2023,Fri,Weekday,Jun,24:23.0,Evening,18,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.9
6/2/2023,Fri,Weekday,Jun,25:12.0,Evening,18,Astoria,Bakery,Cranberry Scone,Scone,1,3.25
6/2/2023,Fri,Weekday,Jun,27:04.0,Evening,18,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
6/2/2023,Fri,Weekday,Jun,29:44.0,Evening,18,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,3.5
6/2/2023,Fri,Weekday,Jun,44:07.0,Evening,18,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,3
6/2/2023,Fri,Weekday,Jun,50:17.0,Evening,18,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea,1,2.5
6/2/2023,Fri,Weekday,Jun,53:33.0,Evening,18,Astoria,Coffee,Latte,Barista Espresso,1,3.75
6/2/2023,Fri,Weekday,Jun,56:05.0,Evening,18,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8
6/2/2023,Fri,Weekday,Jun,01:16.0,Evening,19,Astoria,Tea,English Breakfast Rg,Brewed Black tea,1,2.5
6/2/2023,Fri,Weekday,Jun,03:21.0,Evening,19,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6
6/2/2023,Fri,Weekday,Jun,07:53.0,Evening,19,Astoria,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.9
6/2/2023,Fri,Weekday,Jun,12:27.0,Evening,19,Astoria,Coffee,Cappuccino,Barista Espresso,1,3.75
6/2/2023,Fri,Weekday,Jun,16:12.0,Evening,19,Astoria,Bakery,Chocolate Croissant,Pastry,1,3.75
6/2/2023,Fri,Weekday,Jun,21:32.0,Evening,19,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,3.75
6/2/2023,Fri,Weekday,Jun,27:18.0,Evening,19,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,9
6/2/2023,Fri,Weekday,Jun,35:31.0,Evening,19,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea,1,6
6/2/2023,Fri,Weekday,Jun,39:22.0,Evening,19,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6
6/2/2023,Fri,Weekday,Jun,39:47.0,Evening,19,Astoria,Bakery,Oatmeal Scone,Scone,1,3
6/2/2023,Fri,Weekday,Jun,40:50.0,Evening,19,Astoria,Coffee,Cappuccino,Barista Espresso,1,7.5
6/2/2023,Fri,Weekday,Jun,46:02.0,Evening,19,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea,1,3
6/2/2023,Fri,Weekday,Jun,46:38.0,Evening,19,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,7
6/2/2023,Fri,Weekday,Jun,51:25.0,Evening,19,Astoria,Tea,Earl Grey Lg,Brewed Black tea,1,6
6/2/2023,Fri,Weekday,Jun,56:06.0,Evening,19,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,2
6/2/2023,Fri,Weekday,Jun,56:06.0,Evening,19,Astoria,Coffee,Espresso shot,Barista Espresso,1,3
6/2/2023,Fri,Weekday,Jun,57:49.0,Evening,19,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4
6/2/2023,Fri,Weekday,Jun,58:26.0,Evening,19,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
6/3/2023,Sat,Weekend,Jun,37:27.0,Morning,7,Lower Manhattan,Bakery,Almond Croissant,Pastry,1,3.75
6/3/2023,Sat,Weekend,Jun,58:23.0,Morning,7,Lower Manhattan,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,3.5
6/3/2023,Sat,Weekend,Jun,30:14.0,Morning,8,Lower Manhattan,Coffee,Cappuccino,Barista Espresso,1,7.5
6/3/2023,Sat,Weekend,Jun,37:26.0,Morning,8,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,3.75
6/3/2023,Sat,Weekend,Jun,37:51.0,Morning,8,Lower Manhattan,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,7
6/3/2023,Sat,Weekend,Jun,00:19.0,Morning,9,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
6/3/2023,Sat,Weekend,Jun,02:44.0,Morning,9,Lower Manhattan,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
6/3/2023,Sat,Weekend,Jun,07:52.0,Morning,9,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
6/3/2023,Sat,Weekend,Jun,24:42.0,Morning,9,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.1
6/3/2023,Sat,Weekend,Jun,37:45.0,Morning,9,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee,1,3.5
6/3/2023,Sat,Weekend,Jun,50:02.0,Morning,9,Lower Manhattan,Tea,Lemon Grass Lg,Brewed herbal tea,1,6
6/3/2023,Sat,Weekend,Jun,50:30.0,Morning,9,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea,1,5
6/3/2023,Sat,Weekend,Jun,54:35.0,Morning,9,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.5
6/3/2023,Sat,Weekend,Jun,59:01.0,Morning,9,Lower Manhattan,Bakery,Jumbo Savory Scone,Scone,1,3.75
6/3/2023,Sat,Weekend,Jun,12:21.0,Morning,10,Lower Manhattan,Coffee,Cappuccino,Barista Espresso,1,3.75
6/3/2023,Sat,Weekend,Jun,13:59.0,Morning,10,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.9
6/3/2023,Sat,Weekend,Jun,25:00.0,Morning,10,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,4
6/3/2023,Sat,Weekend,Jun,28:43.0,Morning,10,Lower Manhattan,Bakery,Croissant,Pastry,1,3.5
6/3/2023,Sat,Weekend,Jun,31:13.0,Morning,10,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.1
6/3/2023,Sat,Weekend,Jun,35:55.0,Morning,10,Lower Manhattan,Bakery,Scottish Cream Scone ,Scone,1,4.5
6/3/2023,Sat,Weekend,Jun,40:59.0,Morning,10,Lower Manhattan,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,3
6/3/2023,Sat,Weekend,Jun,47:34.0,Morning,10,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea,1,5
6/3/2023,Sat,Weekend,Jun,47:36.0,Morning,10,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,5
6/3/2023,Sat,Weekend,Jun,49:04.0,Morning,10,Hell's Kitchen,Bakery,Jumbo Savory Scone,Scone,1,3.75
6/3/2023,Sat,Weekend,Jun,54:07.0,Morning,10,Lower Manhattan,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,3.5
6/3/2023,Sat,Weekend,Jun,03:47.0,Morning,11,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,7
6/3/2023,Sat,Weekend,Jun,04:27.0,Morning,11,Hell's Kitchen,Bakery,Cranberry Scone,Scone,1,3.25
